building_id,primarypropertytype,yearbuilt,building_age,propertygfatotal,propertygfatotal_log,numberoffloors,numberoffloors_log,energystarscore,energystar_missing,elec_ratio,uses_gas,uses_steam,steam_ratio,has_parking,is_multipurpose,uses_clim,has_generator,gfa_per_floor,eui_kwh_m2_an,siteenergyuse_kwh_an,totalghgemissions,emission_factor_grid,context,climate_zone
LME_0142,Commerces & Marchés,1997,27,1668,7.42,2,1.0986,13,0,0.923,0,0,0.0,0,0,1,1,834.0,325.2,542430.0,315.02,0.581,Lomé,Tropical_Aw
LME_0143,Commerces & Marchés,2002,22,1098,7.0022,1,0.6931,71,0,0.967,0,0,0.0,1,0,1,1,1098.0,177.0,194294.0,100.12,0.515,Lomé,Tropical_Aw
LME_0144,Commerces & Marchés,1991,33,1241,7.1245,2,1.0986,65,0,0.951,0,0,0.0,0,0,1,1,620.5,202.3,251086.0,175.03,0.697,Lomé,Tropical_Aw
LME_0145,Commerces & Marchés,2001,23,6134,8.7218,2,1.0986,48,0,0.889,0,0,0.0,0,0,1,0,3067.0,228.4,1400763.0,960.39,0.686,Lomé,Tropical_Aw
LME_0146,Commerces & Marchés,2006,18,4509,8.4141,1,0.6931,75,0,0.891,0,0,0.0,0,0,1,0,4509.0,169.3,763554.0,434.3,0.569,Lomé,Tropical_Aw
LME_0147,Commerces & Marchés,2019,5,1990,7.5964,1,0.6931,20,0,0.951,0,0,0.0,0,1,1,1,1990.0,277.3,551872.0,288.7,0.523,Lomé,Tropical_Aw
LME_0148,Commerces & Marchés,2019,5,4886,8.4943,2,1.0986,64,0,0.902,0,0,0.0,1,0,1,1,2443.0,197.9,966881.0,598.14,0.619,Lomé,Tropical_Aw
LME_0149,Commerces & Marchés,2011,13,1419,7.2584,2,1.0986,28,0,0.959,0,0,0.0,1,0,1,1,709.5,241.3,342378.0,202.46,0.591,Lomé,Tropical_Aw
LME_0150,Commerces & Marchés,2016,8,1093,6.9976,1,0.6931,70,0,0.934,0,0,0.0,1,0,1,1,1093.0,158.9,173643.0,86.61,0.499,Lomé,Tropical_Aw
LME_0151,Commerces & Marchés,2022,2,2592,7.8606,2,1.0986,41,0,0.911,0,0,0.0,0,0,0,1,1296.0,199.6,517245.0,305.07,0.59,Lomé,Tropical_Aw
LME_0152,Commerces & Marchés,2003,21,4065,8.3104,1,0.6931,43,0,0.894,0,0,0.0,0,1,1,1,4065.0,248.1,1008529.0,635.4,0.63,Lomé,Tropical_Aw
LME_0153,Commerces & Marchés,1990,34,3590,8.1862,2,1.0986,24,0,0.89,0,0,0.0,1,0,1,1,1795.0,265.8,954337.0,678.13,0.711,Lomé,Tropical_Aw
LME_0154,Commerces & Marchés,2008,16,14898,9.609,1,0.6931,35,0,0.977,0,0,0.0,1,0,1,0,14898.0,225.5,3360219.0,1974.81,0.588,Lomé,Tropical_Aw
LME_0155,Commerces & Marchés,1998,26,2725,7.9106,3,1.3863,46,0,0.934,0,0,0.0,0,0,0,1,908.3,209.3,570294.0,368.16,0.646,Lomé,Tropical_Aw
LME_0156,Commerces & Marchés,2013,11,1258,7.1381,1,0.6931,33,0,0.979,0,0,0.0,1,0,0,0,1258.0,215.3,270826.0,169.45,0.626,Lomé,Tropical_Aw
LME_0157,Commerces & Marchés,2017,7,13173,9.486,2,1.0986,38,0,0.944,0,0,0.0,0,1,1,0,6586.5,255.3,3362889.0,2052.74,0.61,Lomé,Tropical_Aw
LME_0158,Commerces & Marchés,2020,4,1660,7.4152,1,0.6931,68,0,0.959,0,0,0.0,0,0,1,0,1660.0,178.7,296574.0,184.23,0.621,Lomé,Tropical_Aw
LME_0159,Commerces & Marchés,2020,4,938,6.8448,2,1.0986,63,0,0.882,0,0,0.0,0,0,1,0,469.0,140.5,131773.0,80.02,0.607,Lomé,Tropical_Aw
LME_0160,Commerces & Marchés,2002,22,4174,8.3369,3,1.3863,33,0,0.937,0,0,0.0,1,1,1,1,1391.3,249.5,1041345.0,713.16,0.685,Lomé,Tropical_Aw
LME_0161,Commerces & Marchés,1992,32,5200,8.5566,2,1.0986,37,0,0.922,0,0,0.0,0,0,0,0,2600.0,201.9,1049880.0,629.37,0.599,Lomé,Tropical_Aw
LME_0162,Commerces & Marchés,1993,31,7476,8.9196,1,0.6931,32,0,0.961,0,0,0.0,1,0,1,1,7476.0,246.4,1841961.0,1168.11,0.634,Lomé,Tropical_Aw
LME_0163,Commerces & Marchés,2014,10,5346,8.5843,1,0.6931,85,0,0.906,1,0,0.0,0,0,1,0,5346.0,101.2,541214.0,305.93,0.626,Lomé,Tropical_Aw
LME_0164,Commerces & Marchés,2013,11,3790,8.2404,2,1.0986,58,0,0.947,0,0,0.0,1,0,1,1,1895.0,201.4,763359.0,478.66,0.627,Lomé,Tropical_Aw
LME_0165,Commerces & Marchés,1986,38,2061,7.6314,1,0.6931,33,0,0.914,0,0,0.0,1,0,1,0,2061.0,267.5,551337.0,347.08,0.63,Lomé,Tropical_Aw
LME_0166,Commerces & Marchés,2018,6,4246,8.354,1,0.6931,26,0,0.914,0,0,0.0,1,1,1,0,4246.0,272.3,1156299.0,664.25,0.574,Lomé,Tropical_Aw
LME_0167,Commerces & Marchés,2011,13,447,6.1048,1,0.6931,72,0,0.969,0,0,0.0,0,1,0,0,447.0,155.2,69379.0,39.31,0.567,Lomé,Tropical_Aw
LME_0168,Commerces & Marchés,2017,7,11379,9.3396,1,0.6931,49,0,0.884,0,0,0.0,0,0,0,0,11379.0,201.5,2292594.0,1337.29,0.583,Lomé,Tropical_Aw
LME_0169,Commerces & Marchés,2018,6,3098,8.0388,2,1.0986,47,0,0.942,0,0,0.0,0,0,1,1,1549.0,221.0,684543.0,458.68,0.67,Lomé,Tropical_Aw
LME_0170,Commerces & Marchés,2011,13,8402,9.0363,3,1.3863,1,0,0.964,0,0,0.0,0,0,1,1,2800.7,295.9,2486202.0,1509.55,0.607,Lomé,Tropical_Aw
LME_0171,Commerces & Marchés,2008,16,9238,9.1312,2,1.0986,52,0,0.911,0,0,0.0,0,0,1,1,4619.0,183.6,1695674.0,1067.82,0.63,Lomé,Tropical_Aw
LME_0172,Commerces & Marchés,2011,13,1308,7.177,1,0.6931,41,0,0.914,0,0,0.0,0,0,1,1,1308.0,212.9,278425.0,187.72,0.674,Lomé,Tropical_Aw
LME_0173,Commerces & Marchés,2005,19,3427,8.1397,1,0.6931,52,0,0.894,0,0,0.0,0,1,1,0,3427.0,237.4,813733.0,473.92,0.582,Lomé,Tropical_Aw
LME_0174,Commerces & Marchés,2006,18,2310,7.7454,1,0.6931,68,0,0.929,0,0,0.0,0,0,0,0,2310.0,131.1,302875.0,201.73,0.666,Lomé,Tropical_Aw
LME_0175,Commerces & Marchés,2014,10,2780,7.9306,1,0.6931,49,0,0.935,0,0,0.0,1,0,1,1,2780.0,198.8,552639.0,318.01,0.575,Lomé,Tropical_Aw
LME_0176,Commerces & Marchés,2014,10,2615,7.8694,1,0.6931,42,0,0.923,0,0,0.0,0,0,1,0,2615.0,240.4,628524.0,396.18,0.63,Lomé,Tropical_Aw
LME_0177,Commerces & Marchés,1994,30,2572,7.8528,1,0.6931,39,0,0.915,0,0,0.0,1,0,1,1,2572.0,234.4,602765.0,367.44,0.61,Lomé,Tropical_Aw
LME_0178,Commerces & Marchés,2014,10,967,6.8752,2,1.0986,48,0,0.932,0,0,0.0,0,0,1,1,483.5,239.5,231588.0,140.51,0.607,Lomé,Tropical_Aw
LME_0179,Commerces & Marchés,2011,13,474,6.1633,1,0.6931,9,0,0.965,0,0,0.0,0,0,1,1,474.0,295.3,139962.0,75.14,0.537,Lomé,Tropical_Aw
LME_0180,Commerces & Marchés,2003,21,2011,7.6069,2,1.0986,22,0,0.889,0,0,0.0,1,0,1,0,1005.5,312.9,629148.0,338.83,0.539,Lomé,Tropical_Aw
LME_0181,Commerces & Marchés,1994,30,13389,9.5023,1,0.6931,47,0,0.941,0,0,0.0,1,1,1,1,13389.0,205.9,2757295.0,1707.53,0.619,Lomé,Tropical_Aw
LME_0182,Commerces & Marchés,2001,23,1749,7.4674,1,0.6931,14,0,0.988,0,0,0.0,0,0,0,1,1749.0,328.6,574644.0,363.16,0.632,Lomé,Tropical_Aw
LME_0183,Commerces & Marchés,2003,21,610,6.4151,1,0.6931,51,0,0.946,0,0,0.0,1,1,0,0,610.0,152.8,93217.0,58.46,0.627,Lomé,Tropical_Aw
LME_0184,Commerces & Marchés,2001,23,1497,7.3119,1,0.6931,41,0,0.996,0,0,0.0,0,0,1,1,1497.0,199.3,298414.0,182.45,0.611,Lomé,Tropical_Aw
LME_0185,Commerces & Marchés,2010,14,3173,8.0627,2,1.0986,70,0,0.927,1,0,0.0,0,1,1,1,1586.5,145.5,461658.0,282.82,0.645,Lomé,Tropical_Aw
LME_0186,Commerces & Marchés,2017,7,11994,9.3922,1,0.6931,40,0,0.913,0,0,0.0,0,0,0,1,11994.0,227.3,2726656.0,1741.94,0.639,Lomé,Tropical_Aw
LME_0187,Commerces & Marchés,2001,23,494,6.2046,2,1.0986,36,0,0.926,0,0,0.0,0,0,1,1,247.0,268.7,132749.0,77.49,0.584,Lomé,Tropical_Aw
LME_0188,Commerces & Marchés,2020,4,1802,7.4972,2,1.0986,52,0,0.887,0,0,0.0,1,0,1,1,901.0,196.3,353746.0,230.92,0.653,Lomé,Tropical_Aw
LME_0189,Commerces & Marchés,2014,10,6712,8.8118,2,1.0986,48,0,0.923,0,0,0.0,1,0,1,1,3356.0,190.5,1278752.0,745.06,0.583,Lomé,Tropical_Aw
LME_0190,Commerces & Marchés,1994,30,5276,8.5711,2,1.0986,31,0,0.97,0,0,0.0,1,0,1,0,2638.0,282.7,1491314.0,950.82,0.638,Lomé,Tropical_Aw
LME_0191,Commerces & Marchés,2005,19,2107,7.6535,1,0.6931,46,0,0.893,0,0,0.0,1,1,0,1,2107.0,212.7,448176.0,265.58,0.593,Lomé,Tropical_Aw
LME_0192,Commerces & Marchés,2014,10,4220,8.3478,2,1.0986,37,0,0.886,0,0,0.0,0,0,1,1,2110.0,214.7,905951.0,526.85,0.582,Lomé,Tropical_Aw
LME_0193,Commerces & Marchés,2002,22,5148,8.5466,1,0.6931,65,0,0.957,0,0,0.0,0,0,1,1,5148.0,132.0,679622.0,416.86,0.613,Lomé,Tropical_Aw
LME_0194,Commerces & Marchés,2012,12,3299,8.1017,3,1.3863,73,0,0.889,0,0,0.0,0,0,1,0,1099.7,140.4,463310.0,298.29,0.644,Lomé,Tropical_Aw
LME_0195,Commerces & Marchés,2001,23,3474,8.1533,1,0.6931,73,0,0.896,0,0,0.0,1,0,1,0,3474.0,114.4,397424.0,245.84,0.619,Lomé,Tropical_Aw
LME_0196,Commerces & Marchés,1992,32,2474,7.814,1,0.6931,14,0,0.923,0,0,0.0,1,0,0,1,2474.0,312.0,771828.0,488.67,0.633,Lomé,Tropical_Aw
LME_0197,Commerces & Marchés,1991,33,3468,8.1516,1,0.6931,42,0,0.927,0,0,0.0,0,0,0,1,3468.0,235.5,816760.0,587.32,0.719,Lomé,Tropical_Aw
LME_0198,Commerces & Marchés,1992,32,1170,7.0656,1,0.6931,18,0,0.974,0,0,0.0,1,0,1,1,1170.0,307.6,359901.0,223.15,0.62,Lomé,Tropical_Aw
LME_0199,Commerces & Marchés,2004,20,1487,7.3052,1,0.6931,13,0,0.982,0,0,0.0,0,0,1,1,1487.0,301.5,448271.0,270.75,0.604,Lomé,Tropical_Aw
LME_0200,Commerces & Marchés,2013,11,3390,8.1289,1,0.6931,58,0,0.969,0,0,0.0,0,1,1,1,3390.0,191.0,647570.0,372.33,0.575,Lomé,Tropical_Aw
LME_0201,Commerces & Marchés,1992,32,1495,7.3106,1,0.6931,73,0,0.98,1,0,0.0,0,0,1,1,1495.0,125.2,187137.0,113.02,0.626,Lomé,Tropical_Aw
LME_0202,Commerces & Marchés,1981,43,997,6.9058,3,1.3863,9,0,0.936,0,0,0.0,0,0,1,0,332.3,304.5,303554.0,204.19,0.673,Lomé,Tropical_Aw
LME_0203,Commerces & Marchés,2001,23,1970,7.5863,1,0.6931,39,0,0.922,0,0,0.0,0,1,1,1,1970.0,235.2,463257.0,323.1,0.697,Lomé,Tropical_Aw
LME_0204,Commerces & Marchés,2017,7,2554,7.8458,1,0.6931,35,0,0.935,0,0,0.0,0,0,1,1,2554.0,225.3,575293.0,335.31,0.583,Lomé,Tropical_Aw
LME_0205,Commerces & Marchés,2022,2,1305,7.1747,1,0.6931,44,0,0.996,0,0,0.0,0,0,1,1,1305.0,206.9,269968.0,170.49,0.632,Lomé,Tropical_Aw
LME_0206,Commerces & Marchés,2018,6,1833,7.5143,1,0.6931,40,0,0.956,0,0,0.0,1,0,1,1,1833.0,224.2,411004.0,267.94,0.652,Lomé,Tropical_Aw
LME_0207,Commerces & Marchés,1989,35,3284,8.0971,2,1.0986,70,0,0.896,0,0,0.0,1,1,1,1,1642.0,186.9,613716.0,444.62,0.724,Lomé,Tropical_Aw
LME_0208,Commerces & Marchés,2009,15,2455,7.8063,1,0.6931,18,0,0.932,0,0,0.0,1,0,1,1,2455.0,302.4,742321.0,476.86,0.642,Lomé,Tropical_Aw
LME_0209,Commerces & Marchés,2001,23,2548,7.8435,2,1.0986,1,0,0.889,0,0,0.0,0,1,0,1,1274.0,355.1,904838.0,499.33,0.552,Lomé,Tropical_Aw
LME_0210,Commerces & Marchés,2000,24,2483,7.8176,3,1.3863,56,0,0.957,0,0,0.0,1,1,1,1,827.7,217.9,541121.0,335.32,0.62,Lomé,Tropical_Aw
LME_0211,Commerces & Marchés,2000,24,4258,8.3568,1,0.6931,62,0,0.919,0,0,0.0,0,0,0,1,4258.0,151.5,645085.0,419.45,0.65,Lomé,Tropical_Aw
LME_0212,Commerces & Marchés,2005,19,2299,7.7407,1,0.6931,42,0,0.99,0,0,0.0,0,0,1,0,2299.0,184.8,424787.0,234.82,0.553,Lomé,Tropical_Aw
LME_0213,Commerces & Marchés,2004,20,2671,7.8906,2,1.0986,55,0,0.948,0,0,0.0,1,1,1,1,1335.5,183.4,489849.0,323.07,0.66,Lomé,Tropical_Aw
LME_0214,Commerces & Marchés,2022,2,1034,6.9422,1,0.6931,42,0,0.95,0,0,0.0,1,0,1,1,1034.0,244.2,252505.0,146.39,0.58,Lomé,Tropical_Aw
LME_0215,Commerces & Marchés,2007,17,8690,9.07,1,0.6931,51,0,0.951,0,0,0.0,0,0,1,0,8690.0,134.3,1166709.0,722.65,0.619,Lomé,Tropical_Aw
LME_0216,Commerces & Marchés,2016,8,2919,7.9793,2,1.0986,53,0,0.959,0,0,0.0,1,1,0,1,1459.5,150.3,438685.0,259.42,0.591,Lomé,Tropical_Aw
LME_0217,Commerces & Marchés,1988,36,4542,8.4213,1,0.6931,69,0,0.908,1,0,0.0,0,0,0,0,4542.0,171.0,776753.0,418.95,0.566,Lomé,Tropical_Aw
LME_0218,Commerces & Marchés,2015,9,5107,8.5386,1,0.6931,80,0,0.978,0,0,0.0,0,0,1,0,5107.0,143.7,733671.0,432.96,0.59,Lomé,Tropical_Aw
LME_0219,Commerces & Marchés,2014,10,2635,7.877,1,0.6931,23,0,0.95,0,0,0.0,0,0,1,1,2635.0,242.6,639245.0,378.13,0.592,Lomé,Tropical_Aw
LME_0220,Commerces & Marchés,2008,16,4982,8.5138,1,0.6931,76,0,0.924,0,0,0.0,0,0,0,0,4982.0,163.4,814271.0,491.79,0.604,Lomé,Tropical_Aw
LME_0221,Hôtels,2001,23,15774,9.6662,4,1.6094,37,0,0.921,0,0,0.0,0,0,1,1,3943.5,263.3,4153769.0,2687.49,0.647,Lomé,Tropical_Aw
LME_0222,Hôtels,1996,28,19078,9.8563,2,1.0986,15,0,0.974,0,0,0.0,0,0,1,1,9539.0,294.2,5612993.0,3054.06,0.544,Lomé,Tropical_Aw
LME_0223,Hôtels,1988,36,14051,9.5505,4,1.6094,1,0,0.984,0,0,0.0,0,1,1,1,3512.8,409.9,5759675.0,3582.5,0.622,Lomé,Tropical_Aw
LME_0224,Hôtels,2020,4,8136,9.0042,3,1.3863,46,0,0.961,0,0,0.0,0,1,1,1,2712.0,216.8,1763710.0,1200.38,0.681,Lomé,Tropical_Aw
LME_0225,Hôtels,2010,14,7642,8.9415,4,1.6094,34,0,0.922,0,0,0.0,0,1,1,1,1910.5,228.7,1747932.0,987.42,0.565,Lomé,Tropical_Aw
LME_0226,Hôtels,2003,21,8900,9.0939,5,1.7918,43,0,0.887,0,0,0.0,1,0,1,1,1780.0,254.5,2265426.0,1531.13,0.676,Lomé,Tropical_Aw
LME_0227,Hôtels,2001,23,7409,8.9106,4,1.6094,40,0,0.998,0,0,0.0,0,0,1,1,1852.2,264.8,1962141.0,1052.84,0.537,Lomé,Tropical_Aw
LME_0228,Hôtels,2001,23,6442,8.7707,3,1.3863,48,0,0.905,0,0,0.0,0,1,1,1,2147.3,204.8,1319421.0,831.71,0.63,Lomé,Tropical_Aw
LME_0229,Hôtels,2011,13,6750,8.8174,4,1.6094,6,0,0.912,1,0,0.0,1,1,1,1,1687.5,351.4,2371814.0,1484.5,0.682,Lomé,Tropical_Aw
LME_0230,Hôtels,2022,2,29043,10.2766,5,1.7918,27,0,0.893,0,0,0.0,0,0,1,1,5808.6,274.5,7972083.0,4857.03,0.609,Lomé,Tropical_Aw
LME_0231,Hôtels,1982,42,5403,8.5949,5,1.7918,44,0,0.934,0,0,0.0,0,1,1,1,1080.6,230.9,1247605.0,805.59,0.646,Lomé,Tropical_Aw
LME_0232,Hôtels,1991,33,4847,8.4863,4,1.6094,14,0,0.97,0,0,0.0,1,0,1,1,1211.8,295.7,1433247.0,1008.82,0.704,Lomé,Tropical_Aw
LME_0233,Hôtels,2000,24,29666,10.2978,5,1.7918,21,0,0.904,0,0,0.0,1,1,1,1,5933.2,266.3,7900636.0,5002.48,0.633,Lomé,Tropical_Aw
LME_0234,Hôtels,2015,9,6103,8.7167,4,1.6094,41,0,0.953,0,0,0.0,0,0,1,0,1525.8,236.9,1445713.0,925.83,0.64,Lomé,Tropical_Aw
LME_0235,Hôtels,2012,12,3713,8.2199,4,1.6094,19,0,0.943,0,0,0.0,1,0,1,1,928.2,318.6,1182984.0,785.93,0.664,Lomé,Tropical_Aw
LME_0236,Hôtels,2017,7,50000,10.8198,4,1.6094,1,0,0.935,0,0,0.0,0,0,1,1,12500.0,303.4,15171750.0,8181.09,0.539,Lomé,Tropical_Aw
LME_0237,Hôtels,1983,41,7077,8.8647,3,1.3863,6,0,0.887,0,0,0.0,0,1,1,1,2359.0,317.8,2249314.0,1178.68,0.524,Lomé,Tropical_Aw
LME_0238,Hôtels,1990,34,27188,10.2106,4,1.6094,22,0,0.902,0,0,0.0,1,0,1,1,6797.0,291.3,7919406.0,4635.09,0.585,Lomé,Tropical_Aw
LME_0239,Hôtels,2009,15,10611,9.2697,3,1.3863,44,0,0.979,0,0,0.0,1,0,1,1,3537.0,212.4,2254267.0,1248.59,0.554,Lomé,Tropical_Aw
LME_0240,Hôtels,2010,14,12450,9.4296,4,1.6094,39,0,0.94,0,0,0.0,0,0,1,1,3112.5,236.2,2941219.0,1849.26,0.629,Lomé,Tropical_Aw
LME_0241,Hôtels,2013,11,4572,8.4279,4,1.6094,23,0,0.908,0,0,0.0,0,1,1,1,1143.0,301.6,1379007.0,791.64,0.574,Lomé,Tropical_Aw
LME_0242,Hôtels,1992,32,18824,9.8429,3,1.3863,33,0,0.907,0,0,0.0,1,1,1,1,6274.7,235.5,4433543.0,2716.41,0.613,Lomé,Tropical_Aw
LME_0243,Hôtels,2010,14,10708,9.2788,4,1.6094,29,0,0.945,0,0,0.0,0,0,1,1,2677.0,199.7,2138359.0,1124.78,0.526,Lomé,Tropical_Aw
LME_0244,Hôtels,2011,13,9920,9.2024,3,1.3863,12,0,0.894,0,0,0.0,0,1,1,1,3306.7,281.4,2791900.0,1664.97,0.596,Lomé,Tropical_Aw
LME_0245,Hôtels,1982,42,1511,7.3212,4,1.6094,1,0,0.955,0,0,0.0,0,0,1,1,377.8,466.5,704927.0,397.86,0.564,Lomé,Tropical_Aw
LME_0246,Hôtels,2003,21,33895,10.4311,4,1.6094,7,0,0.975,0,0,0.0,1,0,1,1,8473.8,351.4,11911171.0,7331.25,0.615,Lomé,Tropical_Aw
LME_0247,Hôtels,2009,15,8160,9.0071,5,1.7918,18,0,0.925,0,0,0.0,1,0,1,0,1632.0,249.7,2037266.0,1284.63,0.631,Lomé,Tropical_Aw
LME_0248,Hôtels,2004,20,15272,9.6338,4,1.6094,41,0,0.936,0,0,0.0,1,0,1,1,3818.0,277.5,4238638.0,2583.67,0.61,Lomé,Tropical_Aw
LME_0249,Hôtels,1990,34,11943,9.388,5,1.7918,9,0,0.974,0,0,0.0,0,0,1,1,2388.6,331.6,3960730.0,2743.96,0.693,Lomé,Tropical_Aw
LME_0250,Hôtels,2020,4,5416,8.5973,4,1.6094,38,0,0.97,0,0,0.0,0,0,1,1,1354.0,241.9,1310368.0,863.8,0.659,Lomé,Tropical_Aw
LME_0251,Hôtels,2015,9,9277,9.1354,3,1.3863,39,0,0.918,0,0,0.0,1,1,1,1,3092.3,230.5,2138253.0,1256.0,0.587,Lomé,Tropical_Aw
LME_0252,Hôtels,2018,6,18612,9.8316,3,1.3863,2,0,0.959,0,0,0.0,0,0,1,1,6204.0,339.9,6327071.0,3953.89,0.625,Lomé,Tropical_Aw
LME_0253,Hôtels,2014,10,5584,8.6278,4,1.6094,12,0,0.912,0,0,0.0,1,0,1,1,1396.0,295.6,1650526.0,910.5,0.552,Lomé,Tropical_Aw
LME_0254,Hôtels,1984,40,14874,9.6074,3,1.3863,49,0,0.911,1,0,0.0,1,0,1,1,4958.0,204.6,3043255.0,1666.07,0.593,Lomé,Tropical_Aw
LME_0255,Hôtels,2020,4,7858,8.9694,5,1.7918,45,0,0.949,0,0,0.0,0,0,1,0,1571.6,242.4,1905036.0,1242.52,0.652,Lomé,Tropical_Aw
LME_0256,Hôtels,1994,30,5608,8.6321,4,1.6094,14,0,0.883,0,0,0.0,1,1,1,1,1402.0,273.9,1536151.0,1035.5,0.674,Lomé,Tropical_Aw
LME_0257,Hôtels,2016,8,15297,9.6355,5,1.7918,23,0,0.955,0,0,0.0,1,1,1,1,3059.4,321.9,4924037.0,3550.24,0.721,Lomé,Tropical_Aw
LME_0258,Hôtels,2021,3,7012,8.8555,5,1.7918,33,0,0.921,0,0,0.0,0,1,1,0,1402.4,270.7,1898011.0,1236.13,0.651,Lomé,Tropical_Aw
LME_0259,Hôtels,2014,10,38867,10.5679,4,1.6094,6,0,0.9,0,0,0.0,1,0,1,1,9716.8,300.2,11668523.0,7140.92,0.612,Lomé,Tropical_Aw
LME_0260,Hôtels,2014,10,18166,9.8074,3,1.3863,26,0,0.935,0,0,0.0,0,0,1,1,6055.3,291.2,5290081.0,3690.93,0.698,Lomé,Tropical_Aw
LME_0261,Hôtels,2008,16,10203,9.2305,4,1.6094,27,0,0.949,0,0,0.0,1,1,1,1,2550.8,226.0,2305522.0,1393.39,0.604,Lomé,Tropical_Aw
LME_0262,Hôtels,2011,13,21569,9.9791,3,1.3863,20,0,0.986,0,0,0.0,1,0,1,1,7189.7,269.8,5819839.0,3791.49,0.651,Lomé,Tropical_Aw
LME_0263,Hôtels,2023,1,11816,9.3773,5,1.7918,14,0,0.887,0,0,0.0,0,1,1,0,2363.2,315.9,3732096.0,2291.49,0.614,Lomé,Tropical_Aw
LME_0264,Hôtels,1999,25,12282,9.416,3,1.3863,19,0,0.908,0,0,0.0,0,0,1,1,4094.0,284.7,3496330.0,2122.94,0.607,Lomé,Tropical_Aw
LME_0265,Hôtels,2001,23,9478,9.1568,4,1.6094,41,0,0.916,0,0,0.0,1,1,1,1,2369.5,259.3,2458023.0,1653.25,0.673,Lomé,Tropical_Aw
LME_0266,Hôtels,2003,21,4460,8.4031,4,1.6094,1,0,0.984,0,0,0.0,0,1,1,1,1115.0,305.5,1362536.0,883.82,0.649,Lomé,Tropical_Aw
LME_0267,Hôtels,1994,30,11256,9.3287,6,1.9459,32,0,0.939,0,0,0.0,0,0,1,1,1876.0,224.3,2525082.0,1664.2,0.659,Lomé,Tropical_Aw
LME_0268,Hôtels,2019,5,1948,7.5751,5,1.7918,23,0,0.918,0,0,0.0,1,0,1,0,389.6,298.4,581245.0,352.27,0.606,Lomé,Tropical_Aw
LME_0269,Hôtels,2007,17,9540,9.1634,5,1.7918,25,0,0.983,0,0,0.0,1,0,1,1,1908.0,261.4,2493425.0,1675.06,0.672,Lomé,Tropical_Aw
LME_0270,Hôtels,2010,14,12600,9.4415,4,1.6094,35,0,0.939,0,0,0.0,1,0,1,1,3150.0,216.2,2723596.0,1889.76,0.694,Lomé,Tropical_Aw
LME_0271,Hôtels,1999,25,6553,8.7878,3,1.3863,8,0,0.914,0,0,0.0,0,0,1,1,2184.3,317.2,2078640.0,1244.03,0.598,Lomé,Tropical_Aw
LME_0272,Hôtels,2019,5,4928,8.5029,4,1.6094,38,0,0.976,0,0,0.0,1,1,1,1,1232.0,225.9,1113074.0,712.85,0.64,Lomé,Tropical_Aw
LME_0273,Hôtels,2016,8,14391,9.5744,5,1.7918,23,0,0.922,0,0,0.0,0,0,1,1,2878.2,263.4,3789986.0,2125.45,0.561,Lomé,Tropical_Aw
LME_0274,Hôtels,1995,29,5925,8.6871,5,1.7918,31,0,0.938,0,0,0.0,0,1,1,0,1185.0,288.6,1709904.0,1015.15,0.594,Lomé,Tropical_Aw
LME_0275,Hôtels,2012,12,10925,9.2989,2,1.0986,33,0,0.94,0,0,0.0,1,1,1,1,5462.5,276.8,3024565.0,2009.33,0.664,Lomé,Tropical_Aw
LME_0276,Hôtels,1987,37,8492,9.047,3,1.3863,9,0,0.967,0,0,0.0,0,0,1,1,2830.7,294.1,2497216.0,1496.31,0.599,Lomé,Tropical_Aw
LME_0277,Hôtels,2016,8,6803,8.8253,4,1.6094,26,0,0.948,0,0,0.0,1,0,1,1,1700.8,306.6,2085694.0,1176.51,0.564,Lomé,Tropical_Aw
LME_0278,Hôtels,2001,23,10899,9.2965,4,1.6094,23,0,0.953,0,0,0.0,1,0,1,1,2724.8,301.4,3284784.0,1890.52,0.576,Lomé,Tropical_Aw
LME_0279,Hôtels,2023,1,18273,9.8132,5,1.7918,42,0,0.889,0,0,0.0,0,1,1,1,3654.6,209.8,3833550.0,2131.57,0.556,Lomé,Tropical_Aw
LME_0280,Hôtels,2023,1,4410,8.3919,3,1.3863,31,0,0.934,0,0,0.0,0,0,1,1,1470.0,274.3,1209554.0,822.86,0.68,Lomé,Tropical_Aw
LME_0281,Écoles & Universités,2005,19,3414,8.1359,3,1.3863,81,0,0.963,0,0,0.0,0,1,1,1,1138.0,84.9,289886.0,188.34,0.65,Lomé,Tropical_Aw
LME_0282,Écoles & Universités,2001,23,1773,7.481,2,1.0986,71,0,0.939,0,0,0.0,1,0,0,1,886.5,138.1,244903.0,163.0,0.666,Lomé,Tropical_Aw
LME_0283,Écoles & Universités,2018,6,9705,9.1805,2,1.0986,76,0,0.988,0,0,0.0,1,0,1,1,4852.5,131.5,1276570.0,843.17,0.66,Lomé,Tropical_Aw
LME_0284,Écoles & Universités,2023,1,9456,9.1545,1,0.6931,87,0,0.906,0,0,0.0,0,1,0,0,9456.0,81.4,770116.0,480.25,0.624,Lomé,Tropical_Aw
LME_0285,Écoles & Universités,2002,22,7946,8.9805,1,0.6931,74,0,0.922,0,0,0.0,0,1,1,0,7946.0,91.4,726605.0,466.87,0.643,Lomé,Tropical_Aw
LME_0286,Écoles & Universités,2018,6,5632,8.6364,1,0.6931,88,0,0.978,0,0,0.0,1,1,1,1,5632.0,110.5,622387.0,367.72,0.591,Lomé,Tropical_Aw
