osebuildingid,datayear,buildingtype,primarypropertytype,propertyname,address,city,state,zipcode,taxparcelidentificationnumber,councildistrictcode,neighborhood,latitude,longitude,yearbuilt,numberofbuildings,numberoffloors,propertygfatotal,propertygfaparking,propertygfabuildings,listofallpropertyusetypes,largestpropertyusetype,largestpropertyusetypegfa,energystarscore,siteeuiwnkbtu_sf,sourceeuikbtu_sf,sourceeuiwnkbtu_sf,siteenergyusekbtu,siteenergyusewnkbtu,steamusekbtu,electricitykwh,electricitykbtu,naturalgastherms,naturalgaskbtu,defaultdata,compliancestatus,totalghgemissions,ghgemissionsintensity,building_age,gfa_per_floor,parking_ratio,is_multipurpose,energystarscore_is_missing,building_age_category,floor_density,primary_usage_dominance,remaining_usage_dominance,usage_balance_index,eui_ratio,energy_efficiency_score,is_high_performer,energy_vulnerability_index,elec_ratio,gas_ratio,steam_ratio,carbon_intensity_of_mix,fossil_fuel_dependency,avg_building_size,geo_cluster,is_downtown,is_central_district,dist_to_center,building_macro_category,size_category,is_specialized,age_size_interaction,usage_size_interaction,perf_age_interaction,log_gfa_total,log_gfa_building,age_squared,energy_score_squared,score_per_sqft,construction_era,is_pre_1980,regulatory_gap,decade_built,size_vs_neighborhood,age_vs_neighborhood,density_vs_type,neighborhood_avg_score,score_vs_neighborhood,data_confidence_index,is_compliant,admin_risk_flag,dist_2,dist_3,dist_4,dist_5,dist_6,dist_7,cat_Education,cat_Healthcare,cat_Hospitality,cat_Other,cat_Public_Assembly,cat_Residential,cat_Storage,is_public_building,star_score_percentile,renovation_potential_index,surface_exposure_index,structural_complexity_score
23404,2016,NonResidential,Small- and Mid-Sized Office,Swedish Cherry Building,1120 Cherry,Seattle,WA,98122.0,8590900710,3,EAST,47.60789,-122.32249,1959,1.0,3,25151,0,25151,Office,Office,24155.0,85.0,61.29999924,116.3000031,122.5,1356874.75,1481688.75,748984.6875,178162.4063,607890.0,0.0,0.0,False,Compliant,62.05,2.47,57,8383.666666666666,0.0,1,0,Mature,8.383666666666667,0.9603991888990497,0.03960081110095026,0.9239348262778058,0.4832330117109,0.85,1,0.25862068965517243,0.44800745241961354,0.0,0.5519925015186553,0.039983497463564714,0.5519925015186553,25.151,1,0,0,0.029627490612603783,Other,Small,1,1.433607,0.25151,57,10.132692695228933,10.132692695228933,0.32489999999999997,0.7224999999999999,8.388688234868013,Mid_Century,1,57,1950,0.4724789600240457,8.0,0.6769301161366725,69.46643109540636,1.2236125947403225,1.0,1,0,False,True,False,False,False,False,False,False,False,True,False,False,False,0,0.7401625320786998,8.549999999999999,6287.75,5.775634836280491
23408,2016,NonResidential,Hotel,Hotel - The Baroness Hotel,1005 Spring Street,Seattle,WA,98104.0,8590901030,3,EAST,47.60958,-122.32646,1928,1.0,6,35770,0,35770,Hotel,Hotel,35770.0,56.0,79.30000305,112.9000015,118.5999985,2640980.25,2835357.0,0.0,177358.5,605147.0,20358.32813,2035833.0,False,Compliant,112.34,3.14,88,5961.666666666667,0.0,1,0,Old,5.961666666666667,1.0,0.0,1.0,0.6536758376393821,0.56,0,0.4943820224719101,0.2291372682548459,0.770862637083333,0.0,0.04154313157018119,0.770862637083333,35.77,1,0,0,0.025316239847182516,Hospitality,Small,1,3.14776,0.3577,0,10.484892788250326,10.484892788250326,0.7744,0.31360000000000005,5.34101789412241,Historic,1,88,1920,0.6719642320408776,39.0,0.5241025641025642,69.46643109540636,0.8061447682995065,1.0,1,0,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0.2219846022241232,38.72,5110.0,9.226705653660288
23409,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Chasselton Apartments,1017 Boren Avenue,Seattle,WA,98104.0,8590901035,3,EAST,47.60973,-122.32594,1925,1.0,5,51900,0,51900,Multifamily Housing,Multifamily Housing,51900.0,77.0,60.29999924,73.40000153,81.19999695,2746152.0,3130401.5,0.0,129796.1016,442864.0,23032.87891,2303288.0,False,Compliant,125.42,2.42,91,10380.0,0.0,1,0,Old,10.38,1.0,0.0,1.0,0.7207084526882298,0.77,0,0.25,0.16126711121598514,0.8387328887840149,0.0,0.04493664443920074,0.8387328887840149,51.9,1,0,0,0.025723189926598618,Residential,Medium,1,4.7229,0.519,0,10.857093336791094,10.857093336791094,0.8281000000000001,0.5929,7.092137611000589,Historic,1,91,1920,0.9749774571686204,42.0,1.049332794177113,69.46643109540636,1.1084490564118215,1.0,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0.6077844311377245,20.93,8650.0,9.879954936479896
23410,2016,NonResidential,Hotel,Hotel - Inn at Virginia Mason,1006 Spring St,Seattle,WA,98101.0,8590901105,3,EAST,47.60981,-122.32687,1928,1.0,9,48006,0,48006,Hotel,Hotel,48006.0,85.0,66.30000305,137.6000061,133.8999939,3239754.0,3182794.5,0.0,449424.9063,1533438.0,17063.16016,1706316.0,False,Compliant,101.31,2.11,88,5334.0,0.0,1,0,Old,5.334,1.0,0.0,1.0,0.49055230383452725,0.85,1,0.16853932584269662,0.47331927053720746,0.5266807294627925,0.0,0.029334036473139626,0.5266807294627925,48.006,1,0,0,0.02484715275438875,Hospitality,Small,1,4.224528,0.48006,88,10.779102112590714,10.779102112590714,0.7744,0.7224999999999999,7.88562898023893,Historic,1,88,1920,0.9018259693417493,39.0,0.4689230769230769,69.46643109540636,1.2236125947403225,1.0,1,0,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0.7401625320786998,13.2,4800.6,9.485609859079828
23416,2016,NonResidential,Mixed Use Property,Asian Plaza 1,1032 S. Jackson,Seattle,WA,98104.0,8591900145,2,DOWNTOWN,47.59949,-122.31851,1960,1.0,2,29631,0,29631,"Office, Restaurant, Supermarket/Grocery Store",Supermarket/Grocery Store,16000.0,66.0,156.6999969,327.1000061,332.7999878,5144392.0,5327051.5,0.0,802243.375,2737254.0,24071.37109,2407137.0,False,Compliant,146.93,4.96,56,14815.5,0.0,3,1,Mature,14.8155,0.5399750261550403,0.46002497384495966,0.5031960054321923,0.462549679848508,0.66,0,0.5964912280701754,0.5320850355105132,0.46791477010305593,0.0,0.0263957379219935,0.46791477010305593,29.631,1,1,0,0.03727524916079875,Other,Small,0,1.659336,0.88893,0,10.296610137445906,10.296610137445906,0.31360000000000005,0.43560000000000004,6.4098765631590116,Mid_Century,1,56,1960,0.33332770868838907,1.5,0.808265139116203,68.54356060606061,0.9628913265729048,0.7,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,0,0.3248502994011976,19.040000000000003,9877.0,17.298305030909123
23418,2016,NonResidential,Small- and Mid-Sized Office,Eng Suey Sun Plaza,"815 S Weller St,",Seattle,WA,98104.0,8592900065,2,DOWNTOWN,47.59727,-122.32196,1989,1.0,2,23472,0,23472,"Office, Other, Retail Store",Office,20695.0,73.0,70.0,154.6999969,149.8000031,1625308.625,1589717.125,0.0,253254.2969,864104.0,7612.049805,761205.0,False,Compliant,46.45,1.98,27,11736.0,0.0,3,1,Modern,11.736,0.881688820722563,0.11831117927743695,0.7913727117291618,0.46283128574516474,0.73,0,0.9642857142857143,0.5316553340753976,0.46834489665001316,0.0,0.026417245524676888,0.46834489665001316,23.472,1,1,0,0.03587629440173067,Other,Small,0,0.633744,0.70416,0,10.063606103428887,10.063606103428887,0.0729,0.5328999999999999,7.253861016591988,Early_Code,0,27,1980,0.2640433322646508,-27.5,0.9476106528145986,68.54356060606061,1.065016164239728,0.7,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,0,0.548759623609923,7.290000000000001,7824.0,8.151520943777399
23419,2016,Nonresidential COS,Small- and Mid-Sized Office,CSC Engineering (A),714 S. Charles St,Seattle,WA,98134.0,8592900285,2,GREATER DUWAMISH,47.5956,-122.32292,1973,1.0,2,21315,0,21315,Office,Office,20424.0,34.0,154.8000031,227.6999969,247.3000031,2796425.0,3161573.5,0.0,240484.5,820533.0,19758.91992,1975892.0,False,Compliant,110.66,5.19,43,10657.5,0.0,1,0,Modern,10.6575,0.9581984517945109,0.04180154820548909,0.9198916424537735,0.6012296695819586,0.34,0,1.5,0.29342213719302324,0.7065778628069768,0.0,0.03832889314034883,0.7065778628069768,21.315,1,0,0,0.03627553445506056,Other,Small,1,0.916545,0.21315,0,9.967213243416673,9.967213243416673,0.18489999999999998,0.11560000000000002,3.41118416649277,Mid_Century,1,43,1970,0.5087719298245614,-9.0,0.8605283343874901,61.92263610315186,0.5490722317338392,1.0,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,0,0.11633875106929,28.38,7105.0,4.285901694669169
23420,2016,Multifamily MR (5-9),Mid-Rise Multifamily,1300 Alki,1300 Alki Ave SW,Seattle,WA,98102.0,8600050000,1,SOUTHWEST,47.59296,-122.39038,1996,1.0,5,23821,0,23821,Multifamily Housing,Multifamily Housing,23821.0,84.0,41.70000076,73.19999695,76.19999695,924438.125,992151.875,0.0,108369.2969,369756.0,5546.819824,554682.0,False,Compliant,32.04,1.35,20,4764.2,0.0,1,1,New,4.7642,1.0,0.0,1.0,0.5300546565118401,0.84,1,0.7619047619047619,0.3999791765403444,0.6000206882423851,0.0,0.03300103400646744,0.6000206882423851,23.821,6,0,0,0.04945723405124466,Residential,Small,1,0.47642,0.23821,20,10.078364802440847,10.078364802440847,0.04000000000000001,0.7055999999999999,8.334685402502627,Early_Code,0,20,1990,0.5874838152783772,-2.5,0.48162151233319855,75.75595238095238,1.1088237605091538,0.7,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.707656116338751,3.2,3970.1666666666665,2.0156729604881694
23421,2016,Multifamily HR (10+),High-Rise Multifamily,1300 University,1300 University St,Seattle,WA,98101.0,8600300000,3,EAST,47.61273,-122.32481,1980,1.0,11,53290,0,53290,"Multifamily Housing, Parking",Multifamily Housing,53290.0,83.0,34.59999847,100.4000015,108.5999985,1703504.875,1842664.25,0.0,499268.6875,1703505.0,0.0,0.0,False,Compliant,11.88,0.22,36,4844.545454545455,0.0,2,0,Modern,4.844545454545455,1.0,0.0,1.0,0.3187250948397645,0.83,1,0.4594594594594595,1.0000000733781287,0.0,0.0,0.003000000220134386,0.0,53.29,1,0,0,0.025693053535927123,Residential,Medium,1,1.91844,1.0658,36,10.883522740361526,10.883522740361526,0.1296,0.6889,7.626207247419499,Early_Code,0,36,1980,1.0010895701833484,-13.0,0.5443643124195559,69.46643109540636,1.1948217101581973,1.0,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0.6730111206159111,6.12,4440.833333333333,7.836136373060299
23435,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Westroy Apartments,421 W Roy St.,Seattle,WA,98119.0,3876900185,7,MAGNOLIA / QUEEN ANNE,47.62575,-122.36296,1930,1.0,5,31040,0,31040,Multifamily Housing,Multifamily Housing,25845.0,93.0,28.10000038,78.09999847,88.0,644081.125,726087.125,0.0,188052.0938,641634.0,24.47280121,2447.0,False,Compliant,4.6,0.15,86,6208.0,0.0,1,0,Old,6.208,0.8326353092783505,0.1673646907216495,0.7212924979574078,0.31882202442762736,0.93,1,0.08045977011494253,0.996200595072554,0.003799210852514891,0.0,0.0031899599604009515,0.003799210852514891,31.04,4,0,1,0.014634141587397854,Residential,Small,0,2.66944,0.3104,86,10.34306419027306,10.34306419027306,0.7395999999999999,0.8649000000000001,8.991532711114768,Historic,1,86,1930,0.6709973086609237,50.0,0.6275778406793369,71.91260162601625,1.2932364828580312,1.0,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0.8496578272027374,6.02,5173.333333333333,8.895035203634832
23451,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Fairview,1000 Queen Anne Ave N,Seattle,WA,98109.0,3879900295,7,MAGNOLIA / QUEEN ANNE,47.62828,-122.35635,1962,1.0,5,29454,0,29454,"Multifamily Housing, Parking",Multifamily Housing,25671.0,87.0,27.39999962,79.80000305,85.90000153,652429.875,702674.8125,0.0,191216.2969,652430.0,0.0,0.0,False,Compliant,4.55,0.15,54,5890.8,0.0,2,0,Mature,5.8908000000000005,0.8715624363414137,0.12843756365858627,0.7761172881999343,0.31829572242102816,0.87,1,0.23636363636363636,1.0000001915914718,0.0,0.0,0.0030000005747744156,0.0,29.454,4,0,1,0.010499090436797084,Residential,Small,0,1.590516,0.58908,54,10.290618953955788,10.290618953955788,0.2916,0.7569,8.454301960773368,Mid_Century,1,54,1960,0.6367124590624629,18.0,0.5955115244642136,71.91260162601625,1.209801871060739,1.0,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0.7662532078699743,7.0200000000000005,4909.0,11.113868470272251
23454,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Jem Wey Apartments,915 Queen Anne,Seattle,WA,98119.0,3879900340,7,MAGNOLIA / QUEEN ANNE,47.62763,-122.35669,1958,1.0,6,39212,0,39212,Multifamily Housing,Multifamily Housing,39212.0,83.0,36.40000153,105.1999969,114.3000031,1313366.0,1427385.5,0.0,384925.5,1313366.0,0.0,0.0,False,Compliant,9.16,0.23,58,6535.333333333333,0.0,1,0,Mature,6.535333333333333,1.0,0.0,1.0,0.3184410740225031,0.83,1,0.288135593220339,1.0,0.0,0.0,0.003,0.0,39.212,4,0,1,0.010268836350826954,Residential,Small,1,2.274296,0.39212,58,10.576763603453662,10.576763603453662,0.3364,0.6889,7.847391046245731,Mid_Century,1,58,1950,0.8476529145364736,22.0,0.6606685537134385,71.91260162601625,1.1541787965292107,1.0,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0.6730111206159111,9.86,5601.714285714285,6.134522890003123
23459,2016,NonResidential,Small- and Mid-Sized Office,18 West Mercer,18 West Mercer St,Seattle,WA,98119.0,3879900465,7,MAGNOLIA / QUEEN ANNE,47.62481,-122.35762,1984,1.0,4,57110,15812,41298,"Office, Parking",Office,36867.0,69.0,61.70000076,175.5,180.0,2190460.0,2275712.0,0.0,584552.6875,1994494.0,1959.661865,195966.0,False,Compliant,24.31,0.43,32,14277.5,0.2768691997898792,2,0,Modern,10.3245,0.6455436876203817,0.3544563123796183,0.5423659300122785,0.3384615471794872,0.69,0,0.9393939393939394,0.910536599618345,0.089463400381655,0.0,0.0074731700190827505,0.089463400381655,41.298,4,0,1,0.009370085378476159,Other,Medium,0,1.82752,1.1422,0,10.952752021573898,10.628593565580923,0.1024,0.4760999999999999,6.299786561778176,Early_Code,0,32,1980,1.234557226083291,-4.0,0.8336406088091618,71.91260162601625,0.9594980356688619,1.0,1,0,False,False,False,False,False,True,False,False,False,True,False,False,False,0,0.3659110350727117,9.92,11422.0,7.009761293807295
